Index,Author,Title,Publication,Volume,Issue,Year,Pages,Multiple_Tools,DOI,File_Type,Tool_Name,Tool_Type,Organization/Group,University/Institute,Distribution_Method,Article_Purpose,File_Name,Text_File,File_Path,Notes,Problematic,
210,"Salton, G.; Wong, A.",On the Role of Words and Phrases in Automatic Text Analysis,Computers and the Humanities,10,2,1976,69-87,-,n/a,pdf,n/a,n/a,n/a,n/a,journal,Describe computer-assisted research,CHUM v10 n2 p69-87.pdf,CHUM-v10-n2-p69-87.txt,JWDTD-TA-Development-Corpus/CHum/CHum additional,On the challenge of words and phrases in text analysis.,-,
211,"Thibodeau, Kenneth",Machine Readable Archives and Future History,Computers and the Humanities,10,2,1976,89-92,-,n/a,pdf,n/a,n/a,n/a,n/a,journal,Describe computer-assisted research,CHUM v10 n2 p89-92.pdf,CHUM-v10-n2-p89-92.txt,JWDTD-TA-Development-Corpus/CHum/CHum additional,On the shape of history in a digital age and the effect of digitized archives on future history.,-,
212,"Bratley, Paul; Lusignan, Serge",Information Processing in Dictionary Making: Some Technical Guides,Computers and the Humanities,10,3,1976,133-143,-,n/a,pdf,n/a,n/a,n/a,n/a,journal,Describe computer-assisted research,CHUM v10 n3 p133-143.pdf,CHUM-v10-n3-p133-143.txt,JWDTD-TA-Development-Corpus/CHum/CHum additional,"Describes computerized information processing for dictionary making, including lemmatization.",-,
213,"Parsons, I.T.",String Manipulation with Extended Euler,Computers and the Humanities,10,3,1976,173-179,-,n/a,pdf,n/a,n/a,n/a,n/a,journal,Describe computer-assisted research,CHUM v10 n3 p173-179.pdf,CHUM-v10-n3-p173-179.txt,JWDTD-TA-Development-Corpus/CHum/CHum additional,Using EULER for string manipulation.,*,
214,"Bender, Todd K.",Literary Texts in Electronic Storage: The Editorial Potential,Computers and the Humanities,10,4,1976,193-199,-,n/a,pdf,n/a,n/a,n/a,n/a,journal,Describe computer-assisted research,CHUM v10 n4 p193-199.pdf,CHUM-v10-n4-p193-199.txt,JWDTD-TA-Development-Corpus/CHum/CHum additional,On the research potential of having multiple versions of a single text digitized. ,-,
215,"Burton-Hunter, Sarah K.",Romance Etymology: A Computerized Model,Computers and the Humanities,10,4,1976,217-220,-,n/a,pdf,n/a,n/a,n/a,n/a,journal,Describe computer-assisted research,CHUM v10 n4 p217-220.pdf,CHUM-v10-n4-p217-220.txt,JWDTD-TA-Development-Corpus/CHum/CHum additional,On the development of a computer model of the etymology of Romance languages.,-,
216,"Lance, Donald M.; Slemons, Steven V.",The Use of the Computer in Plotting the Geographical Distribution of Dialect Items,Computers and the Humanities,10,4,1976,221-229,-,n/a,pdf,n/a,n/a,n/a,n/a,journal,Describe computer-assisted research,CHUM v10 n4 p221-229.pdf,CHUM-v10-n4-p221-229.txt,JWDTD-TA-Development-Corpus/CHum/CHum additional,On the visualization of dialect items.,*,
217,"Stout, Harry S.",Quantitative Studies and the American Revolution,Computers and the Humanities,10,5,1976,257-263,-,n/a,pdf,n/a,n/a,n/a,n/a,journal,Describe computer-assisted research,CHUM v10 n5 p257-263.pdf,CHUM-v10-n5-p257-263.txt,JWDTD-TA-Development-Corpus/CHum/CHum additional,Describes the places where computer-assisted research has proven particularly useful to teasing out the history of the American Revolution.,-,
218,"Bell, Rudolph M.","Comment on Harry S. Stout, ""Quantitative Studies and the American Revolution""",Computers and the Humanities,10,5,1976,263-264,-,n/a,pdf,n/a,n/a,n/a,n/a,journal,Describe computer-assisted research,CHUM v10 n5 p263-264.pdf,CHUM-v10-n5-p263-264.txt,JWDTD-TA-Development-Corpus/CHum/CHum additional,Comments on Stout's article on computer-aided research into the American Revolution.,-,
219,"Benzon, William; Hays, David G. ",Computational Linguistics and the Humanist,Computers and the Humanities,10,5,1976,265-274,-,n/a,pdf,n/a,n/a,n/a,n/a,journal,Describe computer-assisted research,CHUM v10 n5 p265-274.pdf,CHUM-v10-n5-p265-274.txt,JWDTD-TA-Development-Corpus/CHum/CHum additional,"On the distinction between computational linguistics as conducted by linguists, and that conducted by humanists.",-,
220,"Zettersten, Arne",Current Scandinavian Computer-Assisted Language and Literature Research,Computers and the Humanities,10,5,1976,275-280,-,n/a,pdf,n/a,n/a,n/a,n/a,journal,Describe computer-assisted research,CHUM v10 n5 p275-280.pdf,CHUM-v10-n5-p275-280.txt,JWDTD-TA-Development-Corpus/CHum/CHum additional,An update on projects and activities applying computer-assisted research to Scandanavian language and literature.,-,
221,"Meunier, Jean-Guy; Rolland, Stanislas; Daoust, Francois",A System for Text and Content Analysis,Computers and the Humanities,10,5,1976,281-286,-,n/a,pdf,n/a,n/a,n/a,n/a,journal,Describe computer-assisted research,CHUM v10 n5 p281-286.pdf,CHUM-v10-n5-p281-286.txt,JWDTD-TA-Development-Corpus/CHum/CHum additional,This article proposes a system for text and content analysis.,-,
222,"Cary, Charles D",Natural Themes in Soviet School History Textbooks,Computers and the Humanities,10,6,1976,313-323,-,n/a,pdf,n/a,n/a,n/a,n/a,journal,Describe computer-assisted research,CHUM v10 n6 p313-323.pdf,CHUM-v10-n6-p313-323.txt,JWDTD-TA-Development-Corpus/CHum/CHum additional,"This article reports on a computer analysis of 11 history textbooks used circa 1970, including themes and relationships.",-,
223,"Kidder, Carole L.; Golub, Lester S.",Computer Application of a Syntactic Density Measure,Computers and the Humanities,10,6,1976,325-331,-,n/a,pdf,n/a,n/a,n/a,n/a,journal,Describe computer-assisted research,CHUM v10 n6 p325-331.pdf,CHUM-v10-n6-p325-331.txt,JWDTD-TA-Development-Corpus/CHum/CHum additional,This article describes a computer program used for measuring syntactic density in graded reading materials and the oral and written language of children.,-,
224,"Leavitt, Jay A.",On the Measurement of Alliteration in Poetry,Computers and the Humanities,10,6,1976,333-342,-,n/a,pdf,n/a,n/a,n/a,n/a,journal,Describe computer-assisted research,CHUM v10 n6 p333-342.pdf,CHUM-v10-n6-p333-342.txt,JWDTD-TA-Development-Corpus/CHum/CHum additional,Discusses a preliminary study of methods for quantifying alliteration.,-,
225,"Cluett, Robert",Robertson Davies: The Tory Mode,Computers and the Humanities,11,1,1977,13-23,-,n/a,pdf,n/a,n/a,n/a,n/a,journal,Describe computer-assisted research,CHUM v11 n1 p13-23.pdf,CHUM-v11-n1-p13-23.txt,JWDTD-TA-Development-Corpus/CHum/CHum additional,An analysis of the vocabulary and style of Robertson Davies.,-,
226,"Cassidy, Frederic G.",Computer-Aided Usage 'Labeling' in a Dictionary,Computers and the Humanities,11,2,1977,89-99,-,n/a,pdf,n/a,n/a,n/a,n/a,journal,Describe computer-assisted research,CHUM v11 n2 p89-99.pdf,CHUM-v11-n2-p89-99.txt,JWDTD-TA-Development-Corpus/CHum/CHum additional,On computer-aided processing of dictionary labeling.,-,
227,"Lesko, Leonard H.",The Berkeley Late Egyptian Dictionary,Computers and the Humanities,11,3,1977,139-145,-,n/a,pdf,n/a,n/a,n/a,n/a,journal,Describe computer-assisted research,CHUM v11 n3 p139-145.pdf,CHUM-v11-n3-p139-145.txt,JWDTD-TA-Development-Corpus/CHum/CHum additional,This describes the challenge of concording and indexing Egyptian heiroglyphs.,-,
228,"McKinnon, Alistair",From Co-occurences to Concepts,Computers and the Humanities,11,3,1977,147-155,-,n/a,pdf,n/a,n/a,n/a,n/a,journal,Describe computer-assisted research,CHUM v11 n3 p147-155.pdf,CHUM-v11-n3-p147-155.txt,JWDTD-TA-Development-Corpus/CHum/CHum additional,Describes the progression of computer-assisted textual analysis methods from finding co-ocurrences to identifying concepts.,-,
229,"Gilmour-Bryson, Anne",Reconstitution of Illegible Portions of a Damaged Manuscript with the Help of a Computer,Computers and the Humanities,11,3,1977,157-162,-,n/a,pdf,n/a,n/a,n/a,n/a,journal,Describe computer-assisted research,CHUM v11 n3 p157-162.pdf,CHUM-v11-n3-p157-162.txt,JWDTD-TA-Development-Corpus/CHum/CHum additional,Describes a method for reconstructing fragmented text.,-,
230,"Sankoff, David; Lessard, Rejean; Truong, Nguyen Ba",Computational Linguistics and Statistics in the Analysis of the Montreal French Corpus,Computers and the Humanities,11,4,1977,185-191,-,n/a,pdf,n/a,n/a,n/a,n/a,journal,Describe computer-assisted research,CHUM v11 n4 p185-191.pdf,CHUM-v11-n4-p185-191.txt,JWDTD-TA-Development-Corpus/CHum/CHum additional,Traces how the development of computational aids has followed the needs of linguistic analysis within the Montreal French project.,-,
231,"Greenblatt, Daniel L.",Variable Rules and Literary Style,Computers and the Humanities,11,4,1977,193-197,-,n/a,pdf,n/a,n/a,n/a,n/a,journal,Describe computer-assisted research,CHUM v11 n4 p193-197.pdf,CHUM-v11-n4-p193-197.txt,JWDTD-TA-Development-Corpus/CHum/CHum additional,Applying variable rules to the linguistic analysis of a literary corpus.,-,
232,"Stalker, George H.","Some Notions of ""Similarity"" Among Lines of Text",Computers and the Humanities,11,4,1977,199-209,-,n/a,pdf,n/a,n/a,n/a,n/a,journal,Describe computer-assisted research,CHUM v11 n4 p199-209.pdf,CHUM-v11-n4-p199-209.txt,JWDTD-TA-Development-Corpus/CHum/CHum additional,Describes three methods of quantitative measures of similarity in text.,-,
233,"Wittig, Susan",The Computer and the Concept of Text,Computers and the Humanities,11,4,1977,211-215,-,n/a,pdf,n/a,n/a,n/a,n/a,journal,Describe computer-assisted research,CHUM v11 n4 p211-215.pdf,CHUM-v11-n4-p211-215.txt,JWDTD-TA-Development-Corpus/CHum/CHum additional,"On the application of computers to text analysis, where it falls down, and how its conceptual framework can be expanded.",-,
234,"Petrick, Stanley R.",Understanding Understanding Poetry,Computers and the Humanities,11,4,1977,217-221,-,n/a,pdf,n/a,n/a,n/a,n/a,journal,Describe computer-assisted research,CHUM v11 n4 p217-221.pdf,CHUM-v11-n4-p217-221.txt,JWDTD-TA-Development-Corpus/CHum/CHum additional,On how to understand understanding poetry via computer-assisted research.,-,
235,"Silva, Georgette; Montgomery, Christine A.",Knowledge Representation for Automated Understanding of Natural Language Discourse,Computers and the Humanities,11,4,1977,223-234,-,n/a,pdf,n/a,n/a,n/a,n/a,journal,Describe computer-assisted research,CHUM v11 n4 p223-234.pdf,CHUM-v11-n4-p223-234.txt,JWDTD-TA-Development-Corpus/CHum/CHum additional,On how to structure texts for automated natural language analysis.,-,
236,"Cercone, Nick",Morphological Analysis and Lexicon Design for Natural-Language Processing,Computers and the Humanities,11,4,1977,235-258,-,n/a,pdf,n/a,n/a,n/a,n/a,journal,Describe computer-assisted research,CHUM v11 n4 p235-258.pdf,CHUM-v11-n4-p235-258.txt,JWDTD-TA-Development-Corpus/CHum/CHum additional,On the design of lexicons and morphological analysis.,-,
237,"Wilks, Yorick",Programs and Texts,Computers and the Humanities,11,4,1977,259-263,-,n/a,pdf,n/a,n/a,n/a,n/a,journal,Describe computer-assisted research,CHUM v11 n4 p259-263.pdf,CHUM-v11-n4-p259-263.txt,JWDTD-TA-Development-Corpus/CHum/CHum additional,Programs as texts and vice versa.,-,
238,"Chisholm, David",A Survey of Computer-Assisted Research in Modern German,Computers and the Humanities,11,5,1977,279-287,-,n/a,pdf,n/a,n/a,n/a,n/a,journal,Describe computer-assisted research,CHUM v11 n5 p279-287.pdf,CHUM-v11-n5-p279-287.txt,JWDTD-TA-Development-Corpus/CHum/CHum additional,On the computer-aided research conducted in Modern German from the seventeenth through twentieth centuries.,-,
239,"Zarri, Gian Piero",An Artificial Intelligence Approach to the Study of the Humanist Literary Movement in XVIth and XVth Century France,Computers and the Humanities,11,5,1977,289-297,-,n/a,pdf,n/a,n/a,n/a,n/a,journal,Describe computer-assisted research,CHUM v11 n5 p289-297.pdf,CHUM-v11-n5-p289-297.txt,JWDTD-TA-Development-Corpus/CHum/CHum additional,Describes the RESEDA Project and its approach to automating the processing of biographical data.,-,
240,"Henkels Jr, Robert M.; Egea, Esteban, R.",Using a Computer-Generated Concordance to Analyze and Document Stylistic Devices in Robert Pinget's Fable,Computers and the Humanities,11,6,1977,325-338,-,n/a,pdf,n/a,n/a,n/a,n/a,journal,Describe computer-assisted research,CHUM v11 n6 p325-338.pdf,CHUM-v11-n6-p325-338.txt,JWDTD-TA-Development-Corpus/CHum/CHum additional,Applying concordance to Robert Pinget's Fable to analyze and document stylistic devices within the text.,-,
241,"Kjetsaa, Geir",The Battle of the Quiet Don: Another Pilot Study,Computers and the Humanities,11,6,1977,341-346,-,n/a,pdf,n/a,n/a,n/a,n/a,journal,Describe computer-assisted research,CHUM v11 n6 p341-346.pdf,CHUM-v11-n6-p341-346.txt,JWDTD-TA-Development-Corpus/CHum/CHum additional,Using computerized analysis to compare an author's know works to a contested work for the purpose of determining authorship.,-,
242,"Preston, Michael J; Coleman, Samuel S.",Some Considerations Concerning Encoding and Concording Texts,Computers and the Humanities,12,1-2,1978,3-12,-,n/a,pdf,n/a,n/a,n/a,n/a,journal,Describe computer-assisted research,CHUM v12 n1-2 p3-12.pdf,CHUM-v12-n1-2-p3-12.txt,JWDTD-TA-Development-Corpus/CHum/CHum additional,Considerations when automating the encoding and concordance of texts.,-,
243,"Williman, Daniel; Dziedzic, Margarita",Dictio probatoria as Fingerprint: Computer Discovery of Manuscript Provenances,Computers and the Humanities,12,1-2,1978,89-92,-,n/a,pdf,n/a,n/a,n/a,n/a,journal,Describe computer-assisted research,CHUM v12 n1-2 p89-92.pdf,CHUM-v12-n1-2-p89-92.txt,JWDTD-TA-Development-Corpus/CHum/CHum additional,Using computers to match manuscripts to medieval dictio probatoria identifying manuscripts.,-,
244,"Schmidt, Klaus M.",Conceptual Glossaries: A New Tools for Medievalists,Computers and the Humanities,12,1-2,1978,19-26,-,n/a,pdf,n/a,n/a,n/a,n/a,journal,Describe computer-assisted research,CHUM v12 n1-2 p19-26.pdf,CHUM-v12-n1-2-p19-26.txt,JWDTD-TA-Development-Corpus/CHum/CHum additional,On applying computerized content analysis to medieval manuscripts.,-,
245,"Tombeur, Paul","Vox Latina: Belgian Initiatives in Data Processing the Intellectual Language of Europe, A.D. 197-1965",Computers and the Humanities,12,1-2,1978,13-18,-,n/a,pdf,n/a,n/a,n/a,n/a,journal,Describe computer-assisted research,CHUM v12 n1-2 p13-18.pdf,CHUM-v12-n1-2-p13-18.txt,JWDTD-TA-Development-Corpus/CHum/CHum additional,On Beligian efforts to study Latin literature and linguistics from 197-1965 CE.,-,
246,"Metz, Rene; Ganghofer, Odile",An Index Verborum to Gratian's Decretum: The Reason to Computerize It,Computers and the Humanities,12,1-2,1978,27-32,-,n/a,pdf,n/a,n/a,n/a,n/a,journal,Describe computer-assisted research,CHUM v12 n1-2 p27-32.pdf,CHUM-v12-n1-2-p27-32.txt,JWDTD-TA-Development-Corpus/CHum/CHum additional,Describes why a word list of Gratian's Decretum was created with computer assitance.,-,
247,"Nitti, John J.",Computers and the Old Spanish Dictionary,Computers and the Humanities,12,1-2,1978,43-52,-,n/a,pdf,n/a,n/a,n/a,n/a,journal,Describe computer-assisted research,CHUM v12 n1-2 p43-52.pdf,CHUM-v12-n1-2-p43-52.txt,JWDTD-TA-Development-Corpus/CHum/CHum additional,On how computers have been used to facilitate the compilation of an Old Spanish dictionary.,-,
248,"Huntsman, Jeffrey F.",Computers and Medieval English Lexicography,Computers and the Humanities,12,1-2,1978,53-60,-,n/a,pdf,n/a,n/a,n/a,n/a,journal,Describe computer-assisted research,CHUM v12 n1-2 p53-60.pdf,CHUM-v12-n1-2-p53-60.txt,JWDTD-TA-Development-Corpus/CHum/CHum additional,On the use of computers in constructing a medieval English lexicography.,-,
249,"Phelan, Walter S.",The Study of Chaucer's Vocabulary,Computers and the Humanities,12,1-2,1978,61-69,-,n/a,pdf,n/a,n/a,n/a,n/a,journal,Describe computer-assisted research,CHUM v12 n1-2 p61-69.pdf,CHUM-v12-n1-2-p61-69.txt,JWDTD-TA-Development-Corpus/CHum/CHum additional,"Using a computer to delve into Chaucer's vocabulary, including his variant spellings.",-,
250,"Foley, John Miles",A Computer Analysis of Metrical Patterns in Beowulf,Computers and the Humanities,12,1-2,1978,71-80,-,n/a,pdf,n/a,n/a,n/a,n/a,journal,Describe computer-assisted research,CHUM v12 n1-2 p71-80.pdf,CHUM-v12-n1-2-p71-80.txt,JWDTD-TA-Development-Corpus/CHum/CHum additional,"Describes an analysis of Beowulf looking for its poetic metrical elements, including places of syllabic stress.",-,
251,"Firchow, Evelyn Scherabon; Gilmour, Stephen",Towards an Analysis of Notker Labeo's Old High German,Computers and the Humanities,12,1-2,1978,81-88,-,n/a,pdf,n/a,n/a,n/a,n/a,journal,Describe computer-assisted research,CHUM v12 n1-2 p81-88.pdf,CHUM-v12-n1-2-p81-88.txt,JWDTD-TA-Development-Corpus/CHum/CHum additional,This paper provides a basis for the analysis of late Old High German.,-,
252,"Gervers, Michael",Medieval Charters and the Computer: An Analysis Using Mark IV,Computers and the Humanities,12,1-2,1978,127-136,-,n/a,pdf,n/a,n/a,n/a,n/a,journal,Describe computer-assisted research,CHUM v12 n1-2 p127-136.pdf,CHUM-v12-n1-2-p127-136.txt,JWDTD-TA-Development-Corpus/CHum/CHum additional,Describes analysis of medieval legal charters.,-,
253,"Bachler, Hans Martin; Ruck, Peter","A Prosopographical and Topographical Evaluation of The First Burgerbuch of Freiburg, Switzerland (1341-1416)",Computers and the Humanities,12,1-2,1978,137-144,-,n/a,pdf,n/a,n/a,n/a,n/a,journal,Describe computer-assisted research,CHUM v12 n1-2 p137-144.pdf,CHUM-v12-n1-2-p137-144.txt,JWDTD-TA-Development-Corpus/CHum/CHum additional,"Describes how computers have been used to create a prosopography from a medieval record of a region's people, roles, relationships and so on.",-,
254,"Breure, L.",The Cognative Basis fo Late Medieval Religious Biographies,Computers and the Humanities,12,1-2,1978,145-154,-,n/a,pdf,n/a,n/a,n/a,n/a,journal,Describe computer-assisted research,CHUM v12 n1-2 p145-154.pdf,CHUM-v12-n1-2-p145-154.txt,JWDTD-TA-Development-Corpus/CHum/CHum additional,On the analysis of late medieval religious biographies.,-,
